Number
1
7
12
10
10
6
8
17
36
4
6
3
7
12
4
2
29
19
11
35
8
23
8
23
21
35
24
9
36
29
8
6
8
12
16
31
30
16
1
20
12
21
7
33
27
6
19
33
16
28
6
1
8
30
3
20
36
20
20
3
3
14
33
25
3
28
28
21
9
5
34
32
24
1
21
5
18
28
32
5
25
25
36
26
25
36
5
21
30
18
27
2
23
0
32
29
7
5
11
32
11
19
18
31
10
32
16
8
20
1
22
34
26
28
21
35
32
31
4
2
26
15
5
5
25
